id,ad,porsiyon_adi,gram,kalori,protein,karb,yag
etsiz-cig-kofte-suntan,Etsiz çig köfte Suntan,100 g,100,212,5.4,33,6.4
erdnuss-riegel,Erdnuss Riegel,100 g,100,533,11.8,53.8,29.6
kibris-tatlisi-istanbul-sutlu,Kıbrıs Tatlısı İstanbul Sütlü,100 g,100,327,4,47.6,12.6
pinar-light-sut,Pınar Light süt,100 g,100,33,3.1,5,0.1
date-bar-chia,Date bar CHIA,100 g,100,148,4.4,18.5,4.8
goldbears-haribo,Goldbears Haribo,100 g,100,337,6.7,76.7,0
ac-bitir-hindi-salam-pinar,Aç Bitir Hindi salam Pinar,100 g,100,185,12,5,13
sut-xyz,Süt xyz,100 g,100,76,4.5,6.4,5
baharatli-kraker-ani,Baharatli kraker Ani,100 g,100,376,3.5,68,10
drueblader-grape-leaves-nawras,Drueblader/Grape Leaves Nawras,100 g,100,70,4,11,3
halley-ulker,Halley Ülker,100 g,100,437,6.4,65,16
sutas-sut-1-litre-yarim-yagli,Sütaş süt 1 litre yarım yağlı,100 g,100,44,3,4.7,1.5
fitnut-100-fistik-ezmesi,FitNut %100 Fıstık Ezmesi,100 g,100,554,29,33,34.3
calve-kori-sos,Calve Köri Sos,100 g,100,30,0.1,2.1,3
tutsulenmis-pilic-jumbo-sosis-banvit,Tütsülenmiş piliç jumbo sosis Banvit,100 g,100,221,13.3,4.8,16.5
dana-macar-salam-maret,Dana Macar Salam Maret,100 g,100,199,10,6,15
icim-sut-180-kakaolu,İçim süt 180 kakaolu,100 g,100,63,2.9,10.1,1.2
icim-rahat-laktozsuz-yogurt,İçim Rahat Laktozsuz Yoğurt,100 g,100,48,4,4.7,1.5
nesfit-bitter-bar-nestle,Nesfit Bitter Bar Nestlé,100 g,100,375,6.6,69,8
taze-kasar-pinar,Taze Kaşar Pinar,100 g,100,327,24,0.3,25.5
sarelle-sanset,Sarelle Sanset,100 g,100,549,6.5,53.9,33.5
sutas-yogurt-kaymaksiz-ozel-seri,Sütaş Yoğurt Kaymaksız Özel Seri,100 g,100,80,4,6,4.5
hindi-salam-namet,Hindi Salam Namet,100 g,100,248,10,7,20
new-solitaire,New سوليتير Solitaire,100 g,100,497,4.8,60.2,23.3
sour-rope-candy-apple-flavour-toybox,Sour Rope Candy Apple Flavour Toybox,100 g,100,382,1.7,89.4,1.9
ulker-albeni-mini,Ülker Albeni Mini,100 g,100,504,5.8,61,26
nutella-ferrero,Nutella Ferrero,100 g,100,533,6.3,57.5,30.9
special-k-kellogg-s,Special K Kellogg's,100 g,100,378,9,80,1.4
fruit-bar-with-apple-strawberry-and-hazelnut-mix,Fruit Bar With Apple Strawberry and Hazelnut MIXMEY,100 g,100,422,5.5,51,19
valsoia-granstecco,Valsoia Granstecco,100 g,100,351,2.8,30,23.8
bonbon,Bonbon,100 g,100,356,5.9,83,0
icim-krem-peynir-300-icin,İçim krem peynir 300 İçin,100 g,100,187,14,3.5,13
mixed-fruit-nectar,Mixed Fruit Nectar,100 g,100,54,0.8,13,0
dimes-7-24-detox,Dimes 7/24 detox,100 g,100,15,0,3.7,0
alpella-nuga-bar,Alpella Nuga Bar,100 g,100,445,3.5,69,17
misket-galaxy-tutti-frutti-toybox,Misket Galaxy Tutti Frutti Toybox,100 g,100,360,0,90,0
sek-protein-sut,SEK protein süt,100 g,100,59,8.2,6,0.2
sut-migros,Sut Migros,100 g,100,59,3,4.7,3.1
kraker-kellogs-special-k,Kraker Kellogs spécial k,100 g,100,423,9,67,12
cerezos-fox,Cerezos fox,100 g,100,483,6.5,57.9,25
noisettes-migros,Noisettes Migros,100 g,100,635,13.5,24,39.5
nutymax-solen,Nutymax Şölen,100 g,100,557,7.5,54.3,34.1
energy-bar-proformance,Energy bar Proformance,100 g,100,394,4.8,72,9.4
lentil-chips,Lentil chips,100 g,100,446,14.8,55.4,17.3
nesquik-breakfast-cereal-bars-nestle,Nesquik breakfast cereal bars Nestlé,100 g,100,408,7.3,62.4,14.1
torku-lia,Torku Lia,100 g,100,532,7.8,54.6,30.9
maras-usulu,Maras usulu,100 g,100,726,3.6,24,6.5
melis-melis-waitrose,Melis Melis Waitrose,100 g,100,23,1.6,3.9,0.1
carambar-la-sucette,Carambar la sucette,100 g,100,101,1.6,93,2.4
dr-oetker-sekerli-vanilin,Dr. Oetker Şekerli Vanilin,100 g,100,385,0,96,0
manti-turkische-teigwaren-baktat,Manti Türkische Teigwaren Baktat,100 g,100,360,12,72,1.2
nestle-classic-sutlu-cikolatali-citir-gofret,Nestlé Classic Sütlü Çikolatalı Çıtır Gofret,100 g,100,521,5.3,64,25
pastamia-eti,Pastamia Eti,100 g,100,419,6.5,49,22
pepsi-cola,Pepsi Cola,100 g,100,43,0,10.8,0
uludag-frutti-soda-200-limon,Uludağ Frutti soda 200 limon,100 g,100,36,0,8.9,0
fiyonk,Fiyonk,100 g,100,354,11.5,74.5,1.2
nogger,Nogger,100 g,100,253,3.2,42,7.7
bread-mix,Bread mix,100 g,100,235,9.4,47.5,1.9
nimet-kavala,Nimet Kavala,100 g,100,483,6.8,63.6,21.8
sutlu-cikolata-pernigotti,Sütlü Çikolata Pernigotti,100 g,100,567,8.1,49,37
doritos-naco-pyenir,Doritos Naco Pyenir,100 g,100,503,7.2,57.4,26.3
magnum-mini-almond,Magnum mini almond,100 g,100,326,4,32,21
freeze-dried-strawberry-agrogora,Freeze-Dried Strawberry AgroGora,100 g,100,330,17,50,1.7
coated-cream-cake-with-coconut-ani-brawo-snow-bo,Coated Cream Cake With Coconut ANI | BRAWO SNOW BOARD,100 g,100,510,4,55.2,29.7
birsah-sut,Birşah Süt,100 g,100,63,3.2,4.8,3.5
chocolate-wafers,Chocolate wafers,100 g,100,488,6,63,26
vivident,Vivident,100 g,100,177,1,71,0.1
cig-kofte-cinar,Çiğ Köfte Cinar,100 g,100,305,8.6,63.3,1.9
tropical-visneli-icecek-aroma,Tropical Vişneli Içecek aroma,100 g,100,14,0,3,0
bitter-damla-cikolata-ulker,Bitter Damla Çikolata Ülker,100 g,100,513,6.7,53,29
yogurt-harras,Yoğurt Harras,100 g,100,70,4,4.6,4
wafer-gofret,Wafer Gofret,100 g,100,516,6.3,61,27
tam-yagli-taze-suzme-peynir-peysan,Tam Yağlı Taze Süzme Peynir Peysan,100 g,100,223,11,5.5,17.5
yarim-yagli-tost-peyniri-peysan,Yarım Yağlı Tost Peyniri Peysan,100 g,100,264,24,1.7,18
balmar-sut,Balmar Süt,100 g,100,32,2.9,4.7,0.2
cavdarli-ekmek-harras,Çavdarlı Ekmek Harras,100 g,100,259,10.2,41,2.1
coco-pops-kellogg-s,coco pops Kellogg's,100 g,100,392,6,83,3.3
yoghurt-hindb-r,Yoghurt hindbær,100 g,100,73,4.1,10,1.2
umran-ulker,umran Ulker,100 g,100,492,2,48,32.4
kremali-sandvic-biskuvi-ulker,Kremalı sandviç bisküvi Ülker,100 g,100,481,6.9,68,20
gong-misir-ve-pirinc-patlagi-all,Gong Mısır Ve Pirinç Patlağı all,100 g,100,454,5.5,70,16
hot-corn-doritos,Hot corn Doritos,100 g,100,484,6.8,0,25.6
suzme-peynir-teksut,Süzme peynir Teksüt,100 g,100,235,12.5,1.5,20
labneli-sandvic-krakee-ulker,labneli sandviç krakee Ülker,100 g,100,484,9.7,52,25
migros-tam-yagli-taze-suzme-peynir,Migros Tam Yağlı Taze Süzme Peynir,100 g,100,215,12,1.2,18
tadelle-sagra,tadelle sagra,100 g,100,495,5.1,64,23
granola-cikolata-parcacikli-ve-findikli-kellogg-,Granola çikolata parçacıklı ve fındıklı Kellogg's,100 g,100,493,6.2,61,24
zeytinli-humus-aila-foods,zeytinli humus aila foods,100 g,100,198,6.1,14.6,12.2
tam-bugday-kalem-makarna-barilla,Tam buğday kalem makarna Barilla,100 g,100,350,13,65.7,2.5
gaufrette-a-la-creme-vanille-ahinur,Gaufrette à la Crème Vanille Ahinur,100 g,100,505,3.2,68.8,25.1
mahmood-rice-basmati,Mahmood Rice Basmati,100 g,100,345,8.6,78,0.4
kayisi-nektari,Kayisi nektari,100 g,100,234,0.8,13,0
kuru-fasulye-duru,Kuru Fasulye Duru,100 g,100,285,21,33,2
karnaval-bahceden,Karnaval Bahçeden,100 g,100,666,17,7.5,60
apfel-kekse-ciloglu,Apfel Kekse Çiloglu,100 g,100,444,5.7,70,14
lemon-cake,Lemon cake,100 g,100,400,4,53,12
light-mayoinnaise-heinz,Light mayoinnaise Heinz,100 g,100,268,0.6,8,26
sweet-condensed-milk-ganik,Sweet Condensed Milk Ganik,100 g,100,335,7.1,69.2,3.2
crispy-tavuk,Crispy tavuk,100 g,100,275,18,21,14
boiked-red-kidney-beans-sera,Boiked red kidney beans Sera,100 g,100,75,5.2,10.7,0.4
tropifrutti,Tropifrutti,100 g,100,349,4.5,82,0.5
kirmizi-mercimek-saban,kırmızı mercimek saban,100 g,100,322,26,42,1.6
fit-protein-vanilla-aromali-sut-icim,Fit protein Vanilla Aromalı Süt İçim,100 g,100,50,6.5,5.8,0.1
ketcap-tukas,Ketçap Tukaş,100 g,100,96,1,23,0
pinar-krem-peynir-100,Pınar Krem Peynir 100,100 g,100,190,13,3,14
vivident-perfetti-van-melle,Vivident Perfetti Van Melle,100 g,100,126,0.2,61,0.6
kuru-patlican-dolm-tamek,Kuru patlican dolm tamek,100 g,100,114,1.7,16.6,4.5
kakaolu-findikli-krema-harras,Kakaolu Fındıklı Krema Harras,100 g,100,561,5.3,58.8,33.9
pizza-tost,Pizza tost,100 g,100,239,9.2,34,7.3
tek-sut-cream-cheese,Tek Sut Cream Cheese,100 g,100,232,11.4,1.6,20
harras-findik-ezmesi,Harras findik ezmesi,100 g,100,591,10.5,38.3,42
perfect-match-m-s,Perfect Match M&S,100 g,100,313,18.6,39.9,6.7
pao-de-forma-integral-baldini,Pão de forma integral - Baldini,100 g,100,212,13.4,36,1.8
sumak-bagdat,Sumak Bağdat,100 g,100,375,17,44,22
pizza-with-cream-cheese,Pizza with cream cheese,100 g,100,513,7.6,58,27
rice-and-wheat-cereal,Rice and wheat cereal,100 g,100,298,8.8,78,1.2
vanilla-latte-kentcafe,Vanilla latte Kentcafe,100 g,100,423,7.2,69.7,12.7
dankek-rulo-pasta,Dankek rulo pasta,100 g,100,354,4.3,64,9.4
pastorize-edilmis-cikolatali-sut,Pastorize edilmiş çikolatalı süt,100 g,100,66,3,10,1.5
ton-baligi,Ton balığı,100 g,100,190,22.5,0.8,9.3
koy-ekmegi,Köy ekmeği,100 g,100,247,11.3,44.5,1.2
tam-bugdayli-biskuvi-atistirmalik,Tam buğdaylı bisküvi atıştırmalık,100 g,100,230,3.4,26.9,11.6
tam-bugday-makarna,Tam buğday makarna,100 g,100,345,12,65,2.5
cavdarli-tava-ekmegi-ibo,Çavdarlı tava ekmeği İbo,100 g,100,231,10.4,43.6,0.7
leblebi-kremasi,Leblebi kreması,100 g,100,568,10,46,40.7
helva,Helva,100 g,100,509,11,51,29
icim-labne,İçim labne,100 g,100,189,4.5,1.5,17
barbunya-pilaki-yurt,Barbunya pilaki Yurt,100 g,100,133,5.3,11.2,7.5
gong-pops-eti,Gong Pops Eti,100 g,100,500,4.7,66.7,22.7
cerezza-dev,Cerezza dev,100 g,100,536,4.7,60,30
mahlep-ciya-corek-otu-form-kepekli-biskuvi,Mahlep çiya çörek otu form kepekli bisküvi,100 g,100,410,11.5,62.5,11
eti-burcak-kurabi,Eti burçak kurabi,100 g,100,486,9.3,50,26
pronot-eti,Pronot Eti,100 g,100,437,7,58,18
profiterol-eker,Profiterol Eker,100 g,100,172,3.4,22,7.8
caramio,Caramio,100 g,100,513,6.1,64,25
glutensiz-kek,Glutensiz kek,100 g,100,440,5.2,52,22
salatatoping,Salatatoping,100 g,100,165,9.4,20.4,3.1
coffee-mocha-3-in-1,Coffee mocha 3 in 1,100 g,100,47,0.5,8,1.4
tam-bugday-unlu-ekmek,Tam buğday ünlü ekmek,100 g,100,252,10.7,43.8,2.9
iraqi-yogurt,Iraqi yogurt,100 g,100,78,3.4,4.8,5
blueberry-milk-chocolate-chocovia,Blueberry milk chocolate Chocovia,100 g,100,530,6,61,29
tam-yagli-olgunlastirilmis-inek-peyniri,Tam yağlı olgunlastirilmis inek peyniri,100 g,100,288,17.1,1.7,22.5
bebe-biskuvisi-ulker,Bebe bisküvisi Ülker,100 g,100,449,5.8,73,14.6
papit,Papit,100 g,100,485,6.5,66.3,21.2
tahinli-kraker-wefood,Tahinli kraker Wefood,100 g,100,289,4.9,26,17
karisik-cerez,Karışık çerez,100 g,100,526,22.1,26.7,34.1
9-kat-kat-sekersiz,9 kat kat şekersiz,100 g,100,450,3.2,65,27.5
but-butter-clif,But butter Clif,100 g,100,451,14,48,21
citir-kuruyemis,Citir kuruyemis,100 g,100,650,20.2,3.1,58.9
cereales-nesfit,Céréales Nesfit,100 g,100,393,8.7,72,6.4
labne-peynir-pinar,Labne peynir Pinar,100 g,100,194,4.5,3.5,18
nacho,Nacho,100 g,100,528,8.7,66.2,25.3
hazir-noodle-berona,Hazir noodle Berona,100 g,100,465,9.5,57.6,21
pinar,قشطة Pinar,100 g,100,298,2.5,4.5,30
red-lentil-pasta,Red lentil pasta,100 g,100,359,23.5,60.8,1.7
cikolata-diyarbakir-dan-ilhamla-burma-kadayif-ul,Çikolata Diyarbakır'dan ilhamla Burma Kadayıf Ülker Geleneks,100 g,100,537,9.9,50,36
tam-bugdayli-lavas-tortilla-unabella,Tam Buğdaylı Lavaş Tortilla Unabella,100 g,100,245,6.2,45.3,4.7
bonheur-kirmizi-meyveli-bar,Bonheur kırmızı meyveli bar,100 g,100,342,16.1,55,3.6
croissant,Croissant,100 g,100,448,6,52,24
soya-sosu-tarihi-odunpazari,Soya sosu TARİHİ ODUNPAZARI,100 g,100,150,15,15,0
domates-biber-karisik-salca-cokca,Domates & Biber Karışık Salça Çokça,100 g,100,115,4.6,19,0.9
ezine-beyaz-peynir-altinkilic,Ezine beyaz peynir Altınkılıç,100 g,100,329,20.2,0.5,26
dried-apricot-mirsan,dried apricot Mirsan,100 g,100,241,3.4,63,0
nam-nam-snacks-chili-lemone,Nam Nam Snacks Chili & Lemone,100 g,100,543,5.7,48.6,37.1
yarim-yagli-beyaz-peynir-ahir,yarım yağlı beyaz peynir Ahir,100 g,100,150,14.5,5,8
weet-bix-sanitarium,Weet-Bix Sanitarium,100 g,100,327,12,67,1.3
zindelik-pinarim,Zindelik pinarim,100 g,100,7,0,1.5,0
chickpea-chips,Chickpea chips,100 g,100,482,2.7,53.9,23.6
gusto-croissant-cici,Gusto Croissant Cici,100 g,100,428,5.9,46.9,24.2
tortilla-lavalia,Tortilla Lavalia,100 g,100,297,8.2,48.8,1.8
kavrulmus-tuzlu-yer-fistigi-tadim,Kavrulmuş tuzlu yer fıstığı Tadim,100 g,100,551,22.2,17.3,43.7
quark-musli-bar-sek,Quark musli bar Sek,100 g,100,348,6.8,52,8.8
tavuk-erpilic,Tavuk Erpiliç,100 g,100,190,16,11,9
papita-ozmo,Papita Ozmo,100 g,100,152,5.2,60.9,23.3
algida-unicornetto,Algida unicornetto,100 g,100,197,2.2,32,6.6
chia-coconut-bar-life-in,Chia coconut bar Life in,100 g,100,380,18.2,53.8,10.2
sut-kremali-kek-dostino,Süt Kremalı kek Dostino,100 g,100,337,4.2,57.5,9.5
chocolat-godiva,Chocolat Godiva,100 g,100,574,9.1,27,26
simbad-kuru-kayisi,Simbad kuru kayısı,100 g,100,278,2.8,61.7,0.4
rote-linsen-a-la-ciftci,Rote Linsen A la ciftci,100 g,100,322,25.8,41.9,1.6
9-kat,9 kat,100 g,100,461,4.8,63,28
fresa-cplus,Fresa Cplus,100 g,100,30,0.1,7.5,0.1
yer-fistikli-cezerye-miskos,Yer fistikli cezerye Miskos,100 g,100,370,5.6,76.5,3.2
kekspir-dankek,Kekspir Dankek,100 g,100,386,4,61.2,13.7
arpa-sehriye,Arpa şehriye,100 g,100,358,10.5,75,1.5
form-kakaolu-cok-tahilli-gevrek,Form Kakaolu Çok Tahıllı Gevrek,100 g,100,367,8.2,73,2.3
sandw-kasar-salam,Sandw kasar salam,100 g,100,225,9.7,27,8.2
nimet,Nimet,100 g,100,430,10,74.3,11.3
pasta-susu,Pasta süsü,100 g,100,460,2,77,20
dogal-yogurt,Doğal Yoğurt,100 g,100,72,3.5,6,3.8
grune-linsen-yorukogui,Grüne Linsen Yörükogui,100 g,100,358,22.7,55.5,0.9
breaded-chicken-burger-banvit,Breaded chicken burger Banvit,100 g,100,228,9.3,22,11.4
roasted-hazelnut-senocak,Roasted Hazelnut Şenocak,100 g,100,707,16.7,4,67.7
mini-pop-kek-muzlu,Mini pop kek muzlu,100 g,100,440,5.1,59,20
jody-ani,Jody Ani,100 g,100,446,4.8,69,16.7
miel-propolis-dr-bal-doktorbal,Miel propolis Dr Bal / doktorbal,100 g,100,300,2.8,68.8,1.1
mis-yogurt,Mis Yogurt,100 g,100,5,0.3,0.4,0.3
bulgur-ta-da,Bulgur Ta!da!,100 g,100,159,3.6,22.4,5.3
sutas-ayran,Sütaş ayran,100 g,100,32,2,2,1.8
ulker-altinbasak-light-corek-otlu-ve-kinoali-min,Ülker Altınbaşak Light çörek otlu ve kinoalı mini Ülket,100 g,100,407,10,64,10.7
waspco-portakal-ve-findikli-meyve-bari,WASPco Portakal ve Fındıklı Meyve Barı,100 g,100,442,11.3,49.7,22
chiali-bulgur-pilavi-yayla,Chialı Bulgur Pilavı Yayla,100 g,100,183,4.8,31.1,4
sade-makarna-yayla,Sade Makarna Yayla,100 g,100,245,6.1,40.8,6
etli-bulgur-pilavi-tat,Etli Bulgur Pilavı Tat,100 g,100,133,5,11,6.2
roasted-eggplant-tulsa,Roasted Eggplant Tulsa,100 g,100,34,1,6,0.2
biscuit-ulker,Biscuit Ulker,100 g,100,510,5.7,63.3,26
protein-pancake-mix-dr-oetker,Protein Pancake Mix Dr Oetker,100 g,100,206,10,30,4.3
dana-kuzu-tekirdag-kofte-harras,Dana-kuzu Tekirdağ Köfte Harras,100 g,100,280,12,1.5,24
pipas-altintop,Pipas Altintop,100 g,100,666,27,11,58
mis-bulgur,MIS bulgur,100 g,100,365,11,74,1
pilic-schnitzel-banvit,PILIC SCHNITZEL Banvit,100 g,100,266,10,23.5,14.3
dana-fume,Dana füme,100 g,100,92,17,1,2
dr-oetker-dark-kakao,Dr oetker Dark kakao,100 g,100,342,25,18,11
tavuk-gogsu-piri-piri-anur,Tavuk göğsü piri piri Anur,100 g,100,94,15,4.7,0.5
figues-sechees-feigne,Figues séchées Feigne,100 g,100,241,4,53,1
broccolis,Broccolis,100 g,100,29,3.1,1.1,0.8
loukoum-tadan,Loukoum Tadan,100 g,100,342,1,83,0.7
ulker-icim-dogal-sut-1-litre,Ülker İçim Doğal Süt 1 Litre,100 g,100,58,3,4.7,3
caesar-salad-with-chicken-safeway,Caesar salad with chicken Safeway,100 g,100,170,7,7,14
chips-mais,Chips mais,100 g,100,513,4.8,66.5,24.7
turmeric-latte,Turmeric latte,100 g,100,323,10,69,6
aux-farines-de-ble-mais-graines-la-boulangere,Aux farines de blé & Mais & graines La boulangère,100 g,100,304,12,44,8.1
resource-disbet,Resource disbet,100 g,100,100,7,10.9,0.6
jus-au-peche,Jus au pêche,100 g,100,48,0.8,10.9,0
alaska-frigo-sutlu-cikolatali-eti,Alaska Frigo Sütlü Çikolatalı Eti,100 g,100,328,3.8,36,18
sogan-halka-feast,Soğan Halka Feast,100 g,100,245,4.6,30.5,11.6
orange-drink,Orange drink,100 g,100,48,0,12,0
proteine-a-cuisiner-ng-nutrition,Proteine à cuisiner NG nutrition,100 g,100,368,79,4.3,3.9
fusetea-lemon,FuseTea Lemon,100 g,100,22,0,5.3,0
tutku,Tutku,100 g,100,507,5,61,26
elma-seftali-puresi,Elma seftali puresi,100 g,100,54,0.7,11.4,0.2
laktozsuz-suzme-peynir-bahcivan,Laktozsuz süzme peynir Bahçıvan,100 g,100,158,14,3,10
migros-cig-findik,Migros Cig Findik,100 g,100,675,15,5.5,64
dibek-kahvesi,Dibek Kahvesi,100 g,100,427,5.2,77,10.7
milk-with-cacao,Milk with cacao,100 g,100,69,2.9,12,1.1
icim-sut-180-cilek,İçim süt 180 çilek,100 g,100,58,2.8,9,1.2
tatli-biber-salcasi,Tatlı Biber Salçası,100 g,100,140,3.8,24.3,0.7
damla-minera,Damla minera,100 g,100,16,0,3.7,0
caramel-topping-sauce-kent,Caramel Topping Sauce Kent,100 g,100,258,0,64.4,0
pro-gainer,Pro gainer,100 g,100,394,19,78,0.7
energy-drink,energy drink,100 g,100,23,0,5,0
toast-cheese-pinar,Toast cheese Pinar,100 g,100,321,22.2,2.5,24.7
ekmek-tamkoy,Ekmek Tamköy,100 g,100,260,10,45.6,1.9
apple-cider-vinegar-fersan,Apple Cider vinegar fersan,100 g,100,26,0,1.5,0
cevizi-helva-seyidoglu,Cevizi helva Seyidoglu,100 g,100,413,12.4,53,16.8
organik-yulaf-ezmesi,ORGANIK YULAF EZMESI,100 g,100,357,12.6,60.9,5.5
splenda,Splenda,100 g,100,231,0.9,55.4,0.2
sade-bazlama,Sade bazlama,100 g,100,234,8.2,43.5,12
roasted-salted-peanuts-simbat,Roasted&salted peanuts Simbat,100 g,100,617,23.3,19.8,52.2
yonca-roasted-red-pepper,Yonca Roasted Red Pepper,100 g,100,33,0.6,6.6,0.2
traditional-double-roasted-blackberry-flavoured-,Traditional Double Roasted Blackberry Flavoured Turkish Deli,100 g,100,337,2.8,77.6,8
sana-kase-250-tereyagi-lezzeti,Sana kase 250 tereyağı lezzeti,100 g,100,515,0.5,0.5,57
mayonnaise,Mayonnaise,100 g,100,687,1,1.3,75.2
pepsi-max,Pepsi Max,100 g,100,373,9,74,2.8
sut,Süt,100 g,100,244,2.9,4.5,3.2
limonlu-dondurma-gundogdu,Limonlu dondurma Gündoğdu,100 g,100,394,4.5,35.2,29.3
organic-gemlik-siyah-zeytin-cityfarm,Organic Gemlik Siyah zeytin Cityfarm,100 g,100,120,0,8,12.1
semi-di-canapa-decorticati-probios,Semi di canapa decorticati Probios,100 g,100,567,30.6,10.9,45.9
potato-and-sausage-rolls-superfresh,Potato and sausage rolls Superfresh,100 g,100,218,9.8,34,4.7
mr-no,Mr. no,100 g,100,236,10.4,30.2,10.7
mogyorokremes-ostya,Mogyorókrémes ostya,100 g,100,538,13,45,34
karamel-patlakli-cikolata,Karamel patlaklı çikolata,100 g,100,522,9.4,56,28
cappy-apple-juice,Cappy Apple Juice,100 g,100,50,0,12,0
hummus-chips,Hummus chips,100 g,100,296,18,42.1,7.1
onigiri-ton-balikli,Onigiri ton balıklı,100 g,100,159,6.2,17.5,7.1
kahve-beyazlaticisi,Kahve beyazlatıcısı,100 g,100,536,1.7,63.2,30.6
karisik-sebze,Karışık sebze,100 g,100,30,2.1,4.9,0.3
crunch,Crunch,100 g,100,535,7.4,64.5,18.1
tea-biscuits-classic,Tea biscuits Classic,100 g,100,446,11.6,75.8,11.6
kajulu-frenk-uzumlu-chiali-bar-peyman,Kajulu &frenk üzümlü & chiali bar Peyman,100 g,100,421,11,6.7,16
1927-bitter-gofret,1927 bitter gofret,100 g,100,514,5.3,59,28
sandvic-ekmegi,Sandviç ekmeği,100 g,100,268,9.6,47.1,3.7
tost-peyniri,Tost peyniri,100 g,100,321,22,2,25
guney-ayran,Güney ayran,100 g,100,110,2,3,0.8
dogal-sut,Doğal süt,100 g,100,58,3,4.7,32
cikolatali-sut,Çikolatalı süt,100 g,100,60,2.8,95,1.2
suzme-peynir-ve-taze-sogan,Süzme peynir ve taze soğan,100 g,100,516,1.7,13,30
elma-dilim-patates,Elma dilim patates,100 g,100,533,2.3,20,4.2
cilekli-kefir-icim,Çilekli kefir İçim,100 g,100,252,2.7,8.5,1.5
light-ekmek,Light ekmek,100 g,100,193,9.1,51.6,0.4
eriste-selva,Eriste Selva,100 g,100,87,12.3,78,2.3
harras-suzme-peynir,Harras süzme peynir,100 g,100,224,12,3.5,18
crax-baharatli,Crax baharatlı,100 g,100,460,10,62,18
bahcivan-mozzarella-peyniri-tahsildaroglu,Bahçıvan mozzarella peyniri tahsildaroglu,100 g,100,260,18,2,20
ulker-dido-karamel,Ülker dido karamel,100 g,100,502,6.7,60,26
coco-pops-kahvaltilik-gevrek-kelloggd,Coco pops kahvaltılık gevrek Kelloggd,100 g,100,398,8,75,4
activa-quark,Activa quark,100 g,100,79,0.1,10.8,1.2
cornetto-classico-cikolata,Cornetto classico çikolata,100 g,100,268,4.2,33,13
yogurt,Yoğurt,100 g,100,61,4,4.6,3
linser-lentils-nawras,Linser Lentils Nawras,100 g,100,116,9,20,0.4
krem-peynir-tarsut,Krem Peynir Tarsüt,100 g,100,191,14,4.5,13
sek-protein-sade-quark,Sek protein sade quark,100 g,100,84,12.1,4,2
dondurma-karpedo,Dondurma Karpedo,100 g,100,222,5.3,32.2,4.7
lavas-nimet,Lavaş Nimet,100 g,100,290,7.5,55.2,4.3
yumurta-l-abali-ciftligi,Yumurta L Abalı Çiftliği,100 g,100,126,11.5,0.5,8.6
alkolsuz-malt-icecegi-maltana,Alkolsüz malt içeceği Maltana,100 g,100,44,0,11,0
sriracha-new-king,sriracha new King,100 g,100,76,1,18,0
dana-pastirma-polonez,Dana Pastirma Polonez,100 g,100,270,31,0.5,16
tuzlu-karisik-cerezya,Tuzlu Karışık Çerezya,100 g,100,474,16.7,51.6,23.1
cikolatali-musli-burch,Çikolatalı Müsli Burch,100 g,100,418,8.5,72,12
meyve-mix,Meyve mix,100 g,100,322,3.2,79.8,1
torku-keciboynuzlu-sut,Torku Keçiboynuzlu süt,100 g,100,76,2.7,13,1.5
sutas-cikolatali-sut,Sütaş çikolatalı süt,100 g,100,60,2.8,9.5,1.2
sek-cilekli-sut,Sek cilekli sut,100 g,100,57,2.8,8,1.5
turkish-delight,Turkish delight,100 g,100,393,4,76.7,13
sutas-suzme-peynir-500,Sütaş süzme peynir 500,100 g,100,218,11,3,18
yulaf-bar-eti,Yulaf Bar Eti,100 g,100,472,11,48,24
crazy,Crazy,100 g,100,145,2,15,8
beyaz-leblebi-peyman-bahceden,Beyaz Leblebi Peyman Bahçeden,100 g,100,399,22,61,7.3
roys,Roys,100 g,100,224,2.3,29.9,10.3
indian-tonic-water,indian tonic water,100 g,100,37,0,8.9,0
protein-drink,Protein drink,100 g,100,380,73,6.9,6.9
piatachio-bitter-chocolate-nestle,Piatachio bitter chocolate Nestlé,100 g,100,554,8.6,44,36
makademya-findigi,Makademya Fındığı,100 g,100,718,7.9,14,76
indomie,Indomie,100 g,100,492,10,68,20
halloumi-pinar,Halloumi Pinar,100 g,100,317,20.2,0.6,26
peanut-butter-de-lucca,Peanut Butter De Lucca,100 g,100,606,21.2,18.2,48.5
canned-corn-tat,Canned corn TAT,100 g,100,62,1.8,10.9,1.7
brownie-gold-visneli-cikolatali-kek-eti,Brownie Gold Vişneli Çikolatalı Kek Eti,100 g,100,431,4.2,52,22
coudes-rayes-turini,Coudes rayés Turini,100 g,100,355,13,70,1.9
chocolate-whey-protein-shake,Chocolate Whey Protein Shake,100 g,100,94,13.9,6,1.2
tortillas-durum-surnaturel,Tortillas Durum Surnaturel,100 g,100,284,8.8,46,5
krokantli-findikli-krema,Krokantli findikli krema,100 g,100,541,5.5,59.1,31.5
gruun-organic-keciboynuzu-kremasi,gruun organic keçiboynuzu kremasi,100 g,100,319,6.2,52.1,6.2
pois-casses-vert,Pois cassés vert,100 g,100,631,24.5,60.4,1.2
loops-wellmade,Loops Wellmade,100 g,100,444,3.7,66.7,29.6
yogurt-mevsim-yesillikleri-cesnili-lay-s,Yoğurt & Mevsim Yeşillikleri Çeşnili Lay's,100 g,100,537,6.2,52,33
